,Q_verhard,Q_dak,Q_verhard_mean_2,Q_verhard_mean_3,Q_verhard_mean_5,Q_verhard_mean_10,Q_verhard_mean_20,Q_verhard_mean_30,Q_dak_mean_2,Q_dak_mean_3,Q_dak_mean_5,Q_dak_mean_10,Q_dak_mean_20,Q_dak_mean_30,Q_verhard_shift_1,Q_verhard_shift_3,Q_verhard_shift_7,Q_dak_shift_1,Q_dak_shift_3,Q_dak_shift_7
2023-07-02 09:00:00,-0.1444640669654339,-0.24631676905238023,-0.17980984342049391,-0.20634431392657454,-0.24211600601175903,-0.3289803865887456,-0.40403961722810344,-0.502077393821982,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.15990658456650722,-0.14342873094056924,-0.18154496690870786,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 10:00:00,-0.17386130607034245,-0.24631676905238023,-0.1880508723017582,-0.21068457344854238,-0.23952115134436597,-0.3264392242756484,-0.42590954637334083,-0.5007171411224226,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.14445925751259656,-0.1639988728654328,-0.2003232706031364,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 11:00:00,-0.14864115454651994,-0.24631676905238023,-0.19051852500801372,-0.2057193165599643,-0.24110689585835585,-0.31904811500467956,-0.42544145655230625,-0.4954049564634896,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.1738564666721772,-0.15990060703862227,-0.16523646099790576,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 12:00:00,-0.15266061620774019,-0.24631676905238023,-0.1779940234986794,-0.2093304124789302,-0.23764708964113215,-0.3138683416761636,-0.4202490375123111,-0.49323764574725243,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.14863634083871646,-0.14445329739727186,-0.18401476469233427,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 13:00:00,-0.17760492228371724,-0.24631676905238023,-0.1951046342897195,-0.21097971108382557,-0.2430410236404445,-0.30984296065886496,-0.4202828171878752,-0.4929610484001655,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.1526557984055353,-0.17385047341968426,-0.14528206315417927,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 14:00:00,-0.16996006387838167,-0.24631676905238023,-0.2053244412802362,-0.22037203268274128,-0.2508135744196922,-0.31107231351978115,-0.42240128555019224,-0.49097939891574444,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.17760007907213893,-0.14863037601489335,-0.1657461018076183,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 15:00:00,-0.17212742065821768,-0.24631676905238023,-0.2020885570792713,-0.2289483854902853,-0.25028499291502887,-0.3091233394733494,-0.4218994160517959,-0.4911688491558922,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.16995522845419425,-0.15264982905089294,-0.16166897532991778,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 16:00:00,-0.16377324545200542,-0.24631676905238023,-0.19843363748838513,-0.2228546611334978,-0.25489806787580244,-0.31299130334689185,-0.4229128063834369,-0.48975933938965976,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.1721225830262648,-0.17759408159976536,-0.14630134477360437,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 17:00:00,-0.189348055310206,-0.24631676905238023,-0.20860688496704283,-0.23139629184499794,-0.2660823719984493,-0.31781126607706495,-0.42866017726708905,-0.49235480763945594,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.16376841632998487,-0.1699492395992612,-0.1755468866187703,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 18:00:00,-0.1573105816071438,-0.24631676905238023,-0.20478900717137408,-0.22486854151402422,-0.25989556573319145,-0.31731652650713615,-0.4293550734912128,-0.4889598593811765,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.189343200136553,-0.17211659172824292,-0.15045687751624134,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 19:00:00,-0.1812303190938928,-0.24631676905238023,-0.19999338022939717,-0.23255948138661495,-0.26333134552469106,-0.32431034491189403,-0.42984246598464043,-0.4923055505741946,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.1573057590682785,-0.16376243444895988,-0.15445559772900547,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 20:00:00,-0.1435183112700785,-0.24631676905238023,-0.19184547033716132,-0.21236859412684542,-0.2546097506708951,-0.31853838331112766,-0.42449079989088656,-0.5065597869238035,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.181225472189325,-0.1893371894270801,-0.1792711848166311,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 21:00:00,-0.1885205191428303,-0.24631676905238023,-0.19615222271682461,-0.22611853629575093,-0.2621540503531795,-0.32612438998673976,-0.42461626726548574,-0.5100267262698104,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.14351350278062974,-0.15729978447210016,-0.17166577583261947,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 22:00:00,-0.1805998152896492,-0.24631676905238023,-0.2180584604888673,-0.22584075967938597,-0.2594871164019013,-0.33143909228684176,-0.4247031292935011,-0.5086361615261813,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.18851566481214224,-0.18121947063033014,-0.17382194849808297,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-02 23:00:00,-0.15880802813946993,-0.24631676905238023,-0.20050553457799358,-0.2325768424572731,-0.25994361862267945,-0.3278634745230566,-0.419809901684136,-0.5068553292956112,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.18059496902734043,-0.1435075437313802,-0.16551088296899613,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 00:00:00,-0.17212742065821768,-0.24631676905238023,-0.19550038993238367,-0.22535465061934132,-0.2571685657164842,-0.3282757574961356,-0.4208667230333802,-0.5087270976414522,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.15880320407523935,-0.188509655035485,-0.1909537202783433,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 01:00:00,-0.18954508779811857,-0.24631676905238023,-0.2136585891505289,-0.22929560626963427,-0.271200002062776,-0.3315890133750695,-0.42174499465557397,-0.5100077812465014,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.1721225830262648,-0.18058896817906234,-0.15908156811967814,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 02:00:00,-0.19198828995239978,-0.24631676905238023,-0.225391579400552,-0.24391360031576992,-0.27225716506762737,-0.33695618805549277,-0.4276902179413661,-0.513516399641812,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.18954023242375959,-0.15879722779110872,-0.18287787365359806,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 03:00:00,-0.18383114710931958,-0.24631676905238023,-0.22201601665967402,-0.2490698285741358,-0.273242248755029,-0.3359067404811818,-0.43011752906107176,-0.5174986436219653,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.19198343208928703,-0.17211659172824292,-0.14536046941911568,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 04:00:00,-0.17303376960202552,-0.24631676905238023,-0.21081846034072924,-0.24179555351129453,-0.2775790196711727,-0.3388976659961312,-0.4317244765604822,-0.5195560731763323,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.1838262975554333,-0.18953422149218765,-0.19013045440888507,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 05:00:00,-0.17362486697768292,-0.24631676905238023,-0.20478900697190938,-0.23370530970235404,-0.2780355218270594,-0.3374509275360617,-0.4352954710466613,-0.5192074847224627,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.17302893104682548,-0.1919774184036877,-0.1822506234099701,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 06:00:00,-0.17114225813057438,-0.24631676905238023,-0.20367157926400714,-0.22811505533398457,-0.27242534982393235,-0.3427056613416716,-0.4349624998937269,-0.5176615707515647,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.17362002782036498,-0.18382029306473197,-0.16057128744555627,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 07:00:00,-0.17732907683587176,-0.24631676905238023,-0.20585987512892684,-0.2300074085626809,-0.2679564334398797,-0.3405767819848985,-0.4384755863753111,-0.5166840075194599,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.1711374215021516,-0.17302293872714858,-0.17382194849808297,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 08:00:00,-0.17882652324341736,-0.24631676905238023,-0.2103994250505403,-0.2322990655951435,-0.26643075498684354,-0.3402394595266121,-0.4416798300761365,-0.5165817043770765,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.17732423390528185,-0.17361403483439103,-0.1911497360283102,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 09:00:00,-0.15912327999388154,-0.24631676905238023,-0.19964418399452344,-0.2270039491239906,-0.262190089787022,-0.3402994279512917,-0.4394165916641308,-0.512769965596118,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.1788216787874623,-0.17113143131462505,-0.19358033063565547,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 10:00:00,-0.18493452879060104,-0.24631676905238023,-0.20325254415593824,-0.23035462947784724,-0.26563788282830464,-0.3427356454981615,-0.4412503455944947,-0.5148311841750494,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.15911845560852148,-0.17731823674384692,-0.18546528073239893,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 11:00:00,-0.175516378434454,-0.24631676905238023,-0.2129369170462652,-0.22889630231388203,-0.2669713498934492,-0.3400670502494591,-0.4416653530540895,-0.5141718973407466,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.18492967811276137,-0.1788156799380752,-0.17472362044992376,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 12:00:00,-0.16806855241427054,-0.24631676905238023,-0.2029731871888529,-0.23283725792537002,-0.2641482441111918,-0.3355169454401181,-0.4421913508824156,-0.516540025298131,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.17551153735035882,-0.15911247896903252,-0.1753116676121986,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 13:00:00,-0.17520112662408255,-0.24631676905238023,-0.20278694929751984,-0.228549081547468,-0.2630430282839816,-0.3338753096298591,-0.44045893598593483,-0.5176161026480551,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.16806371891686037,-0.18492367237830568,-0.17284186966062265,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 14:00:00,-0.16700457738177624,-0.24631676905238023,-0.20215839631237023,-0.22479909736074144,-0.26544567150530446,-0.33272841341186893,-0.44164605038079763,-0.518298123504118,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.17519628586111682,-0.17550554223223455,-0.1789967628017278,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 15:00:00,-0.16448256220150187,-0.24631676905238023,-0.19582630631159553,-0.22321924293176504,-0.25921081238636084,-0.33098932890626964,-0.43959514136960887,-0.5202229379136718,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.16699974496817807,-0.16805773219407766,-0.1804864820034693,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 16:00:00,-0.16956599901999697,-0.24631676905238023,-0.19733948957977435,-0.220736614487476,-0.25739681678883347,-0.33068948681358895,-0.44278490808703785,-0.5198099363965014,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.1644777323569399,-0.17519029109835083,-0.16088491251990622,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 17:00:00,-0.19009677857636906,-0.24631676905238023,-0.21247132225722587,-0.23091018278171954,-0.264112204581131,-0.33311820832447775,-0.44297793481276515,-0.5237959693899267,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.16956116399722143,-0.16699375944472974,-0.18656296868247987,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
2023-07-03 18:00:00,-0.18528918716901926,-0.24631676905238023,-0.22175993951356104,-0.24007681086953117,-0.2671875878704122,-0.33434756120354514,-0.4435521893297139,-0.5269332653159592,-0.281700937873294,-0.3104131748119443,-0.35480089925425645,-0.44061206273772063,-0.5644784448774104,-0.6623358959666108,-0.19009192264003344,-0.1644717496763586,-0.17719341838689542,-0.24631676905238023,-0.2463167690523802,-0.24716777690122999
